title,budget,revenue,popularity,vote_average,vote_count,runtime,primary_genre,season,release_year,ROI,investment_success,success_probability,investment_decision,budget_M,revenue_M
Bad Boys II,130000000,273339556,38.068736,6.3,1564,147.0,Adventure,Summer,2003,2.1026119692307694,1,65.6,Invest with caution,130.0,273.3
Puss in Boots,130000000,554987477,20.678787,6.4,451,90.0,Action,Off-Season,2011,4.269134438461538,1,26.4,Do not invest,130.0,555.0
Salt,110000000,293329073,48.829437,6.2,2093,100.0,Action,Summer,2010,2.6666279363636365,1,69.0,Invest with caution,110.0,293.3
Noah,125000000,362637473,46.115758,5.6,2350,139.0,Drama,Spring,2014,2.901099784,1,78.1,Invest with confidence,125.0,362.6
The Adventures of Tintin,130000000,371940071,89.938296,6.7,2061,107.0,Adventure,Off-Season,2011,2.861077469230769,1,69.9,Invest with caution,130.0,371.9
Harry Potter and the Prisoner of Azkaban,130000000,789804554,79.679601,7.7,5877,141.0,Adventure,Spring,2004,6.075419646153846,1,96.6,Invest with confidence,130.0,789.8
Australia,130000000,49554002,28.840997,6.3,694,165.0,Drama,Holiday,2008,0.38118463076923076,0,23.5,Do not invest,130.0,49.6
After Earth,130000000,243843127,42.840582,5.0,2532,100.0,Science Fiction,Spring,2013,1.8757163615384616,0,39.6,Check the details,130.0,243.8
Dinosaur,127500000,354248063,26.548594,6.2,542,82.0,Animation,Spring,2000,2.7784161803921568,1,49.8,Check the details,127.5,354.2
Night at the Museum: Secret of the Tomb,127000000,349424282,115.597753,6.1,1851,97.0,Adventure,Holiday,2014,2.7513722992125986,1,78.6,Invest with confidence,127.0,349.4
Megamind,130000000,321887208,68.757242,6.7,1918,95.0,Animation,Off-Season,2010,2.476055446153846,1,76.0,Invest with confidence,130.0,321.9
Harry Potter and the Philosopher's Stone,125000000,976475550,109.984351,7.5,7006,152.0,Adventure,Holiday,2001,7.8118044,1,97.3,Invest with confidence,125.0,976.5
R.I.P.D.,130000000,61648500,39.448066,5.4,1260,96.0,Fantasy,Summer,2013,0.4742192307692308,0,46.9,Check the details,130.0,61.6
Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,271.972889,7.5,6985,143.0,Adventure,Summer,2003,4.6786516,1,96.7,Invest with confidence,140.0,655.0
The Hunger Games: Mockingjay - Part 1,125000000,752100229,206.227151,6.6,5584,123.0,Science Fiction,Holiday,2014,6.016801832,1,96.3,Invest with confidence,125.0,752.1
The Da Vinci Code,125000000,767820459,45.313197,6.5,2704,149.0,Thriller,Spring,2006,6.142563672,1,90.7,Invest with confidence,125.0,767.8
Rio 2,103000000,500188435,42.40024,6.3,978,102.0,Animation,Spring,2014,4.856198398058252,1,71.6,Invest with confidence,103.0,500.2
X2,110000000,407711549,2.871739,6.8,3506,133.0,Adventure,Spring,2003,3.706468627272727,1,97.0,Invest with confidence,110.0,407.7
Fast Five,125000000,626137675,7.255718,7.1,2438,130.0,Action,Spring,2011,5.0091014,1,79.3,Invest with confidence,125.0,626.1
Sherlock Holmes: A Game of Shadows,125000000,334615000,81.499621,7.0,3886,129.0,Adventure,Holiday,2011,2.67692,1,97.3,Invest with confidence,125.0,334.6
Clash of the Titans,125000000,232713139,47.686442,5.6,2233,106.0,Adventure,Spring,2010,1.861705112,0,67.7,Invest with caution,125.0,232.7
Total Recall,65000000,261317921,43.129703,7.1,1710,113.0,Action,Summer,1990,4.020275707692308,1,68.5,Invest with caution,65.0,261.3
The 13th Warrior,160000000,61698899,27.220157,6.4,510,102.0,Adventure,Summer,1999,0.38561811875,0,31.4,Do not invest,160.0,61.7
The Bourne Legacy,130000000,276572938,90.33681,6.0,2651,120.0,Action,Summer,2012,2.1274841384615386,1,91.9,Invest with confidence,130.0,276.6
Batman & Robin,125000000,238207122,50.073575,4.2,1418,125.0,Action,Summer,1997,1.905656976,0,59.2,Invest with caution,125.0,238.2
How the Grinch Stole Christmas,123000000,345141403,45.419668,6.2,1386,104.0,Family,Holiday,2000,2.8060276666666666,1,73.9,Invest with confidence,123.0,345.1
The Day After Tomorrow,125000000,544272402,41.380094,6.2,2392,124.0,Action,Spring,2004,4.354179216,1,76.4,Invest with confidence,125.0,544.3
Mission: Impossible II,125000000,546388105,54.931334,5.9,1928,123.0,Adventure,Spring,2000,4.37110484,1,66.8,Invest with caution,125.0,546.4
The Perfect Storm,120000000,325756637,25.752118,6.2,597,130.0,Drama,Spring,2000,2.714638641666667,1,31.0,Do not invest,120.0,325.8
Fantastic 4: Rise of the Silver Surfer,130000000,289047763,60.810723,5.4,2589,92.0,Adventure,Summer,2007,2.223444330769231,1,83.7,Invest with confidence,130.0,289.0
Life of Pi,120000000,609016565,51.328145,7.2,5797,127.0,Adventure,Holiday,2012,5.0751380416666665,1,96.8,Invest with confidence,120.0,609.0
Ghost Rider,110000000,228738393,46.834704,5.2,1712,114.0,Thriller,Off-Season,2007,2.079439936363636,1,52.9,Invest with caution,110.0,228.7
Jason Bourne,120000000,415484914,62.641286,5.9,2341,123.0,Action,Summer,2016,3.4623742833333333,1,78.3,Invest with confidence,120.0,415.5
Charlie's Angels: Full Throttle,120000000,259175788,33.616115,5.2,914,106.0,Action,Summer,2003,2.1597982333333334,1,46.3,Check the details,120.0,259.2
Prometheus,130000000,403170142,68.889395,6.3,5080,124.0,Science Fiction,Spring,2012,3.1013087846153846,1,93.9,Invest with confidence,130.0,403.2
Stuart Little 2,120000000,169956806,27.990284,5.4,613,78.0,Family,Summer,2002,1.4163067166666667,0,35.4,Check the details,120.0,170.0
Elysium,115000000,286140700,67.33767,6.4,3439,109.0,Science Fiction,Summer,2013,2.48818,1,93.1,Invest with confidence,115.0,286.1
The Chronicles of Riddick,105000000,115772733,27.835436,6.3,1570,119.0,Action,Summer,2004,1.1025974571428572,0,58.3,Invest with caution,105.0,115.8
RoboCop,120000000,242688965,66.757869,5.7,2342,102.0,Action,Off-Season,2014,2.0224080416666665,1,75.4,Invest with confidence,120.0,242.7
Speed Racer,120000000,93945766,17.060695,5.7,354,135.0,Action,Spring,2008,0.7828813833333333,0,23.0,Do not invest,120.0,93.9
How Do You Know,120000000,48668907,11.137655,4.9,223,121.0,Comedy,Holiday,2010,0.405574225,0,16.1,Do not invest,120.0,48.7
Knight and Day,117000000,261930431,44.906918,5.9,1547,109.0,Action,Summer,2010,2.2387216324786325,1,63.5,Invest with caution,117.0,261.9
Oblivion,120000000,286168572,67.698004,6.4,4800,124.0,Action,Spring,2013,2.3847381,1,95.3,Invest with confidence,120.0,286.2
Star Wars: Episode III - Revenge of the Sith,113000000,850000000,44.108427,7.1,4116,140.0,Science Fiction,Spring,2005,7.522123893805309,1,95.0,Invest with confidence,113.0,850.0
Star Wars: Episode II - Attack of the Clones,120000000,649398328,43.987061,6.4,3992,142.0,Adventure,Spring,2002,5.411652733333334,1,96.1,Invest with confidence,120.0,649.4
"Monsters, Inc.",115000000,562816256,106.815545,7.5,5996,92.0,Animation,Holiday,2001,4.8940544,1,98.6,Invest with confidence,115.0,562.8
The Wolverine,120000000,415440673,15.953444,6.3,4053,126.0,Action,Summer,2013,3.4620056083333335,1,95.7,Invest with confidence,120.0,415.4
Star Wars: Episode I - The Phantom Menace,115000000,924317558,54.035265,6.3,4432,136.0,Adventure,Spring,1999,8.037543982608696,1,96.1,Invest with confidence,115.0,924.3
The Croods,135000000,585178928,64.183321,6.8,2399,98.0,Adventure,Spring,2013,4.334658725925926,1,82.8,Invest with confidence,135.0,585.2
Asterix at the Olympic Games,97250400,132900000,20.344364,5.0,471,116.0,Fantasy,Off-Season,2008,1.366575355988253,0,22.3,Do not invest,97.3,132.9
Windtalkers,115000000,77628265,18.714197,5.8,341,134.0,Drama,Summer,2002,0.6750283913043478,0,22.3,Do not invest,115.0,77.6
The Huntsman: Winter's War,115000000,164602163,60.467984,6.0,1523,114.0,Action,Spring,2016,1.431323156521739,0,57.2,Invest with caution,115.0,164.6
Teenage Mutant Ninja Turtles,125000000,477200000,143.350376,5.8,2636,101.0,Science Fiction,Summer,2014,3.8176,1,92.8,Invest with confidence,125.0,477.2
Gravity,105000000,716392705,110.153618,7.3,5751,91.0,Science Fiction,Off-Season,2013,6.822787666666667,1,96.8,Invest with confidence,105.0,716.4
Dante's Peak,116000000,178127760,16.90444,5.7,428,108.0,Action,Off-Season,1997,1.5355841379310344,0,23.6,Do not invest,116.0,178.1
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,39.873791,5.8,963,112.0,Fantasy,Summer,2016,1.8194359111111111,0,30.5,Do not invest,135.0,245.6
Fantastic Four,120000000,167977596,38.126095,4.4,2278,100.0,Action,Summer,2015,1.3998133,0,33.0,Do not invest,120.0,168.0
Night at the Museum,110000000,574480841,48.780039,6.3,2862,108.0,Action,Off-Season,2006,5.2225531,1,86.9,Invest with confidence,110.0,574.5
San Andreas,110000000,470490832,100.412364,6.0,2968,114.0,Action,Spring,2015,4.277189381818181,1,92.8,Invest with confidence,110.0,470.5
Tomorrow Never Dies,110000000,333011068,42.887121,6.0,925,119.0,Adventure,Holiday,1997,3.0273733454545453,1,57.4,Invest with caution,110.0,333.0
The Patriot,110000000,215294342,23.657284,6.8,1099,165.0,Drama,Summer,2000,1.957221290909091,0,43.0,Check the details,110.0,215.3
Ocean's Twelve,110000000,362744280,76.840712,6.4,2124,125.0,Thriller,Holiday,2004,3.2976752727272727,1,71.1,Invest with confidence,110.0,362.7
Mr. & Mrs. Smith,110000000,478207520,44.635452,6.5,2965,120.0,Action,Summer,2005,4.347341090909091,1,91.8,Invest with confidence,110.0,478.2
Insurgent,110000000,295238201,103.718387,6.2,3829,119.0,Adventure,Spring,2015,2.6839836454545454,1,96.7,Invest with confidence,110.0,295.2
The Aviator,116000000,102000000,45.616098,7.0,1489,170.0,Drama,Holiday,2004,0.8793103448275862,0,55.0,Invest with caution,116.0,102.0
Gulliver's Travels,112000000,237382724,22.845143,4.9,621,85.0,Comedy,Holiday,2010,2.1194886071428574,1,58.2,Invest with caution,112.0,237.4
The Green Hornet,120000000,227817248,31.703608,5.5,1251,119.0,Action,Off-Season,2011,1.8984770666666666,0,37.6,Check the details,120.0,227.8
300: Rise of an Empire,110000000,337580051,71.510596,6.1,2397,102.0,Action,Spring,2014,3.0689095545454546,1,78.4,Invest with confidence,110.0,337.6
The Smurfs,110000000,563749323,36.65422,5.5,1179,103.0,Animation,Summer,2011,5.124993845454545,1,62.3,Invest with caution,110.0,563.7
Home on the Range,110000000,103951461,19.625972,5.7,389,76.0,Animation,Spring,2004,0.9450132818181818,0,24.6,Do not invest,110.0,104.0
Allegiant,110000000,179246868,86.105615,5.9,1998,121.0,Adventure,Spring,2016,1.6295169818181818,0,70.5,Invest with confidence,110.0,179.2
Real Steel,110000000,299268508,37.195046,6.6,2692,127.0,Action,Off-Season,2011,2.7206228,1,84.6,Invest with confidence,110.0,299.3
The Smurfs 2,105000000,347434178,32.473628,5.5,695,105.0,Fantasy,Summer,2013,3.308896933333333,1,30.4,Do not invest,105.0,347.4
Speed 2: Cruise Control,160000000,164508066,23.336875,4.1,434,121.0,Action,Summer,1997,1.0281754125,0,19.0,Do not invest,160.0,164.5
Ender's Game,110000000,125537191,45.94834,6.6,2303,114.0,Science Fiction,Off-Season,2013,1.1412471909090909,0,53.4,Invest with caution,110.0,125.5
Live Free or Die Hard,110000000,383531464,48.93337,6.4,2089,128.0,Action,Summer,2007,3.486649672727273,1,64.0,Invest with caution,110.0,383.5
The Lord of the Rings: The Fellowship of the Ring,93000000,871368364,138.049577,8.0,8705,178.0,Adventure,Holiday,2001,9.369552301075268,1,92.5,Invest with confidence,93.0,871.4
Around the World in 80 Days,110000000,72178895,22.643776,5.7,672,120.0,Action,Summer,2004,0.6561717727272727,0,28.4,Do not invest,110.0,72.2
Ali,107000000,87713825,18.866672,6.7,447,157.0,Drama,Holiday,2001,0.8197553738317757,0,39.7,Check the details,107.0,87.7
"I, Robot",120000000,347234916,95.914473,6.7,3793,115.0,Action,Summer,2004,2.8936243,1,97.2,Invest with confidence,120.0,347.2
Kingdom of Heaven,130000000,211643158,44.490453,6.6,1157,144.0,Drama,Spring,2005,1.6280242923076924,0,43.6,Check the details,130.0,211.6
Stuart Little,133000000,300135367,30.475297,5.8,959,84.0,Animation,Holiday,1999,2.256656894736842,1,58.2,Invest with caution,133.0,300.1
The Princess and the Frog,105000000,267045765,62.479574,6.7,1247,97.0,Romance,Holiday,2009,2.543293,1,52.2,Invest with caution,105.0,267.0
The Martian,108000000,630161890,167.93287,7.6,7268,141.0,Drama,Off-Season,2015,5.834832314814815,1,95.3,Invest with confidence,108.0,630.2
The Island,126000000,162949164,37.68056,6.5,1770,136.0,Action,Summer,2005,1.2932473333333334,0,60.4,Invest with caution,126.0,162.9
Town & Country,90000000,10372291,1.004579,3.7,16,104.0,Comedy,Spring,2001,0.11524767777777778,0,2.4,Do not invest,90.0,10.4
Gone in Sixty Seconds,90000000,237202299,52.995628,6.1,1485,118.0,Action,Summer,2000,2.6355811,1,71.4,Invest with confidence,90.0,237.2
Gladiator,103000000,457640427,95.301296,7.9,5439,155.0,Action,Spring,2000,4.443110941747573,1,96.0,Invest with confidence,103.0,457.6
Minority Report,102000000,358372926,65.948959,7.1,2608,145.0,Action,Summer,2002,3.5134600588235294,1,90.5,Invest with confidence,102.0,358.4
Harry Potter and the Chamber of Secrets,100000000,876688482,132.397737,7.4,5815,161.0,Adventure,Holiday,2002,8.76688482,1,97.3,Invest with confidence,100.0,876.7
Casino Royale,150000000,599045960,88.935165,7.3,3855,144.0,Adventure,Holiday,2006,3.9936397333333336,1,97.3,Invest with confidence,150.0,599.0
Planet of the Apes,100000000,362211740,51.188633,5.6,1243,119.0,Thriller,Summer,2001,3.6221174,1,36.9,Check the details,100.0,362.2
Terminator 2: Judgment Day,100000000,520000000,101.74155,7.7,4185,137.0,Action,Summer,1991,5.2,1,96.7,Invest with confidence,100.0,520.0
Public Enemies,80000000,214104620,33.691694,6.5,1344,140.0,History,Summer,2009,2.67630775,1,69.3,Invest with caution,80.0,214.1
American Gangster,100000000,266465037,42.361215,7.4,1502,157.0,Drama,Holiday,2007,2.66465037,1,62.9,Invest with caution,100.0,266.5
True Lies,115000000,378882411,38.729418,6.8,1116,141.0,Action,Summer,1994,3.2946296608695653,1,47.5,Check the details,115.0,378.9
The Taking of Pelham 1 2 3,100000000,150166126,40.597856,6.2,954,106.0,Thriller,Summer,2009,1.50166126,0,27.2,Do not invest,100.0,150.2
Little Fockers,100000000,310650585,32.389353,5.4,1060,98.0,Comedy,Holiday,2010,3.10650585,1,65.5,Invest with caution,100.0,310.7
The Other Guys,100000000,170432927,24.399642,6.1,1383,107.0,Action,Summer,2010,1.70432927,0,59.3,Invest with caution,100.0,170.4
Eraser,100000000,242295562,24.507987,5.6,543,115.0,Action,Summer,1996,2.42295562,1,32.8,Do not invest,100.0,242.3
Django Unchained,100000000,425368238,82.121691,7.8,10099,165.0,Drama,Holiday,2012,4.25368238,1,96.2,Invest with confidence,100.0,425.4
The Hunchback of Notre Dame,100000000,100138851,46.727941,6.8,1129,91.0,Drama,Summer,1996,1.00138851,0,59.1,Invest with caution,100.0,100.1
The Emperor's New Groove,100000000,169327687,51.113717,7.2,1490,78.0,Adventure,Holiday,2000,1.69327687,0,49.7,Check the details,100.0,169.3
The Expendables 2,100000000,312573423,53.732892,6.1,2896,103.0,Action,Summer,2012,3.12573423,1,92.5,Invest with confidence,100.0,312.6
National Treasure,100000000,347451894,58.849256,6.4,1926,131.0,Adventure,Holiday,2004,3.47451894,1,71.4,Invest with confidence,100.0,347.5
Eragon,100000000,249288105,30.863434,4.9,967,104.0,Fantasy,Holiday,2006,2.49288105,1,35.0,Check the details,100.0,249.3
Where the Wild Things Are,100000000,100086793,31.586215,6.4,572,101.0,Family,Off-Season,2009,1.00086793,0,27.2,Do not invest,100.0,100.1
Epic,100000000,268426634,36.711378,6.4,1121,102.0,Animation,Spring,2013,2.68426634,1,62.2,Invest with caution,100.0,268.4
The Tourist,100000000,278731369,41.426678,6.0,1699,103.0,Action,Holiday,2010,2.78731369,1,69.6,Invest with caution,100.0,278.7
End of Days,100000000,211989043,20.652943,5.5,482,121.0,Action,Holiday,1999,2.11989043,1,39.4,Check the details,100.0,212.0
Blood Diamond,100000000,170877916,52.792678,7.3,2281,143.0,Drama,Holiday,2006,1.70877916,0,61.6,Invest with caution,100.0,170.9
The Wolf of Wall Street,100000000,392000694,95.007934,7.9,6571,180.0,Crime,Holiday,2013,3.92000694,1,90.3,Invest with confidence,100.0,392.0
Batman Forever,100000000,336529144,48.205606,5.2,1498,121.0,Action,Spring,1995,3.36529144,1,48.2,Check the details,100.0,336.5
Starship Troopers,105000000,121214377,58.782359,6.7,1560,129.0,Adventure,Holiday,1997,1.154422638095238,0,70.1,Invest with confidence,105.0,121.2
Cloud Atlas,102000000,130482868,73.872343,6.6,2977,172.0,Drama,Off-Season,2012,1.2792438039215686,0,70.1,Invest with confidence,102.0,130.5
Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,37.321848,6.5,703,97.0,Animation,Summer,2010,1.750917375,0,40.4,Check the details,80.0,140.1
Catwoman,100000000,82102379,32.271938,4.2,808,104.0,Action,Summer,2004,0.82102379,0,23.8,Do not invest,100.0,82.1
Hercules,100000000,243400000,76.842247,5.6,1680,99.0,Action,Summer,2014,2.434,1,74.7,Invest with confidence,100.0,243.4
Treasure Planet,140000000,109578115,38.924136,7.2,948,95.0,Adventure,Holiday,2002,0.7827008214285714,0,30.6,Do not invest,140.0,109.6
Land of the Lost,100000000,68688831,19.38841,5.3,381,102.0,Adventure,Summer,2009,0.68688831,0,21.3,Do not invest,100.0,68.7
The Expendables 3,90000000,206172544,61.025639,6.1,1795,127.0,Action,Summer,2014,2.2908060444444445,1,72.7,Invest with confidence,90.0,206.2
Point Break,105000000,133718711,33.507289,5.5,783,114.0,Action,Holiday,2015,1.2735115333333333,0,28.3,Do not invest,105.0,133.7
In the Heart of the Sea,100000000,93820758,50.767332,6.5,1276,122.0,Thriller,Holiday,2015,0.93820758,0,39.9,Check the details,100.0,93.8
The Adventures of Pluto Nash,100000000,7103973,12.092241,4.4,142,95.0,Action,Summer,2002,0.07103973,0,7.0,Do not invest,100.0,7.1
Green Zone,100000000,94882889,30.254021,6.4,717,115.0,War,Spring,2010,0.94882889,0,23.2,Do not invest,100.0,94.9
The Peanuts Movie,99000000,246233113,34.308098,6.5,604,88.0,Animation,Holiday,2015,2.4872031616161614,1,52.0,Invest with caution,99.0,246.2
The Spanish Prisoner,10000000,13835130,3.091077,7.1,73,110.0,Crime,Off-Season,1997,1.383513,0,25.6,Do not invest,10.0,13.8
The Mummy Returns,98000000,433013274,41.862983,6.0,2206,130.0,Adventure,Spring,2001,4.418502795918367,1,75.1,Invest with confidence,98.0,433.0
Gangs of New York,100000000,193772504,46.160048,7.1,1910,167.0,Drama,Holiday,2002,1.93772504,0,51.0,Invest with caution,100.0,193.8
The Flowers of War,94000000,95311434,12.516546,7.1,187,145.0,Drama,Holiday,2011,1.0139514255319149,0,7.8,Do not invest,94.0,95.3
Surf's Up,85000000,149044513,23.230851,5.9,601,85.0,Animation,Summer,2007,1.7534648588235293,0,41.1,Check the details,85.0,149.0
The Stepford Wives,90000000,102000000,19.224754,5.4,334,93.0,Action,Summer,2004,1.1333333333333333,0,23.7,Do not invest,90.0,102.0
Black Hawk Down,92000000,172989651,44.455166,7.2,1811,144.0,Action,Holiday,2001,1.8803222934782609,0,65.0,Invest with caution,92.0,173.0
The Fifth Element,90000000,263920180,109.528572,7.3,3885,126.0,Adventure,Spring,1997,2.9324464444444445,1,96.2,Invest with confidence,90.0,263.9
